company_name,brand,address,state,expiry_date
#427 MCDONALD'S PSS BANGI N/B LAYBY DT,,"(GERBANG ALAF RESTAURANTS SDN BHD (FORMERLY KNOWN AS GOLDEN ARCHES RESTAURANTS SDN BHD)), LOT PT2, KM 297.9. LEBUHRAYA UTARA SELATAN, KL-Seremban (Arah Utara) Sungai Merab, Kajang, 43000, Sepang, Selangor, McDonalds's",SELANGOR,31/01/2027
#428 MCDONALD'S SHELL BANDAR BOTANIK DT,,"(GERBANG ALAF RESTAURANTS SDN BHD (FORMERLY KNOWN AS GOLDEN ARCHES RESTAURANTS SDN BHD)), PT 118176, JALAN LANGAT,, Bandar Botanic,, Klang,, 41200, Klang, Selangor, McDonald's",SELANGOR,31/07/2027
#433 MCDONALD'S KAJANG IMPIAN DT,,"(GERBANG ALAF RESTAURANTS SDN BHD (FORMERLY KNOWN AS GOLDEN ARCHES RESTAURANTS SDN BHD)), LOT PT 70550, JALAN KAJANG IMPIAN 1/2,, Taman Kajang Impian, BandarBaru Bangi, 43650, Hulu Langat, Selangor, McDonalds's",SELANGOR,31/01/2027
#435 MCDONALD'S BANDAR BUKIT PUCHONG DT,,"(GERBANG ALAF RESTAURANTS SDN BHD (FORMERLY KNOWN AS GOLDEN ARCHES RESTAURANTS SDN BHD)), DI SEBAHAGIAN LOT 111961 (GRN 330829),, Jalan BP 7/1,, Bandar Bukit Puchong, 47100, Petaling, Selangor, McDonalds's",SELANGOR,31/01/2027
#439 MCDONALD'S AMVERTON DRIVE THRU,,"(GERBANG ALAF RESTAURANTS SDN BHD (FORMERLY KNOWN AS GOLDEN ARCHES RESTAURANTS SDN BHD)), NO 2, JALAN U17/16,, Bukit Amverton,, Seksyen U17, Shah Alam, 40160,  Tiada Maklumat Daerah, Selangor, McDonald's",SELANGOR,31/03/2027
#448 MCDONALD'S BHP SUBANG AIRPORT DT,,"(GERBANG ALAF RESTAURANTS SDN BHD (FORMERLY KNOWN AS GOLDEN ARCHES RESTAURANTS SDN BHD)), LOT PT 3 (GRN 40212),, Jalan Lapangan Terbang Subang,, 3 Lingkungan Golf Saujana, Seksyen U2, 40150, Petaling, Selangor, McDonald's",SELANGOR,31/07/2027
#454 MCDONALD'S BHP KEWAJIPAN DT,,"(GERBANG ALAF RESTAURANTS SDN BHD (FORMERLY KNOWN AS GOLDEN ARCHES RESTAURANTS SDN BHD)), LOT 14258,, Persiaran Kewajipan SS 13,, 47500, Petaling, Selangor, McDonald's",SELANGOR,31/07/2027
#455 MCDONALD'S PUCHONG PERDANA SF,,"(GERBANG ALAF RESTAURANTS SDN BHD (FORMERLY KNOWN AS GOLDEN ARCHES RESTAURANTS SDN BHD)), NO 43, JALAN PERDANA 3/4,, Taman Puchong Perdana,, 47150, Petaling, Selangor, McDonald's",SELANGOR,31/07/2027
#458 MCDONALD'S BUKIT RAJA DT,,"(GERBANG ALAF RESTAURANTS SDN BHD (FORMERLY KNOWN AS GOLDEN ARCHES RESTAURANTS SDN BHD)), LOT 53240, JALAN MAKYONG 6/KU5,, Bandar Bukit Raja Stage 1, 41050, Klang, Selangor, McDonald's",SELANGOR,31/01/2028
#462 MCDONALD'S PETRON SECTION 24 DT,,"(GERBANG ALAF RESTAURANTS SDN BHD (FORMERLY KNOWN AS GOLDEN ARCHES RESTAURANTS SDN BHD)), NO 1, (LOT 1164), PERSIARAN JUBLI PERAK,, Seksyen 24,, 40300,  Tiada Maklumat Daerah, Selangor, McDonald's",SELANGOR,31/01/2028
#463 MCDONALD'S SHELL USJ HICOM DT,,"(GERBANG ALAF RESTAURANTS SDN BHD (FORMERLY KNOWN AS GOLDEN ARCHES RESTAURANTS SDN BHD)), LOT 62278, JLAN MERPATI TANAMERA, 47630,  Tiada Maklumat Daerah, Selangor, McDonald's",SELANGOR,15/02/2028
#464 MCDONALD'S SHELL SAUJANA UTAMA DT,,"(GERBANG ALAF RESTAURANTS SDN BHD (FORMERLY KNOWN AS GOLDEN ARCHES RESTAURANTS SDN BHD)), LOT 15969, PERSIARAN E1-1,, No 1, Jalan Bidara 6/1,, Bandar Saujana Utama, 47400,  Tiada Maklumat Daerah, Selangor, McDonald's",SELANGOR,31/01/2028
#468 MCDONALD'S GIANT ULU KELANG SF,,"(GERBANG ALAF RESTAURANTS SDN BHD (FORMERLY KNOWN AS GOLDEN ARCHES RESTAURANTS SDN BHD)), SG03 & SG04, GIANT ULU KELANG,, Taman Permata, 68000 Ampang, Selangor Darul Ehsan, 68000, Hulu Langat, Selangor, McDonald's",SELANGOR,31/01/2028
#481 MCDONALD'S ANTARA GAPI DT,,"(GERBANG ALAF RESTAURANTS SDN BHD (FORMERLY KNOWN AS GOLDEN ARCHES RESTAURANTS SDN BHD)), LOT 1250, JALAN GAPI 1A, PERNIAGAAN ANTARA GAPI,, 48200 Hulu Yam Bharu, 48200, Hulu Langat, Selangor, McDonald's",SELANGOR,31/01/2028
#494 MCDONALD'S AEON BIG BUKIT RIMAU DT,,"(GERBANG ALAF RESTAURANTS SDN BHD (FORMERLY KNOWN AS GOLDEN ARCHES RESTAURANTS SDN BHD)), PT 1350600, NO. 2A,, Jalan Sungai Burung 32/68, Seksyen32,, 40460,  Tiada Maklumat Daerah, Selangor, McDonald's",SELANGOR,15/06/2027
#53 MCDONALD'S TAIPAN USJ,,"(GERBANG ALAF RESTAURANTS SDN BHD (FORMERLY KNOWN AS GOLDEN ARCHES RESTAURANTS SDN BHD)), NO 4. JALAN USJ 10/1, TAIPAN USJ,, 47620,  Tiada Maklumat Daerah, Selangor, McDonald's",SELANGOR,15/02/2028
#57 MCDONALD'S SELAYANG MALL,,"(GERBANG ALAF RESTAURANTS SDN BHD (FORMERLY KNOWN AS GOLDEN ARCHES RESTAURANTS SDN BHD)), LOT LG 44, KOMPLEKS SELAYANG MALL,, Taman Selayang Utama,, Batu Caves, 68100 , Gombak, Selangor, McDonald's",SELANGOR,29/02/2028
HOT BIRD SS15,,"(HOT BIRD SDN BHD), 25G & 25A, JALAN SS 15/4, SS 15, 47500,  Tiada Maklumat Daerah, Selangor, HOT BIRD",SELANGOR,15/11/2027
HOT PINDANG KITCHEN,,"(HOT PINDANG KITCHEN SDN.BHD), NO. 11 & 13, JALAN CHEONG SAM 10/11,, Seksyen 10, Shah Alam,, 40000, Petaling, Selangor, HOT PINDANG KITCHEN",SELANGOR,30/09/2027
BUTCHER KITCHEN,,"(HOTEL ARMADA (PJ) SDN BHD), GFLOOR, LOT 6, LORONG UTARA C, SECTION 52, PEJABAT POS JALAN SULTAN, 46200, Petaling, Selangor",SELANGOR,31/01/2028
COLD KITCHEN,,"(HOTEL ARMADA (PJ) SDN BHD), GFLOOR, LOT 6, LORONG UTARA C, SECTION 52, PEJABAT POS JALAN SULTAN, 46200, Petaling, Selangor",SELANGOR,31/01/2028
MALAY KITCHEN (DAPUR MELAYU),,"(HOTEL ARMADA (PJ) SDN BHD), LEVEL 3, LOT 6,, LORONG UTARA C, SECTION 52,, 46200, Petaling, Selangor",SELANGOR,31/01/2028
PASTRY KITCHEN,,"(HOTEL ARMADA (PJ) SDN BHD), GFLOOR, LOT 6, LORONG UTARA C, SECTION 52, PEJABAT POS JALAN SULTAN, 46200, Petaling, Selangor",SELANGOR,31/01/2028
SHOW KITCHEN,,"(HOTEL ARMADA (PJ) SDN BHD), GFLOOR, LOT 6, LORONG UTARA C, SECTION 52, PEJABAT POS JALAN SULTAN, 46200, Petaling, Selangor",SELANGOR,31/01/2028
UTARA COFFEE HOUSE KITCHEN (DAPUR UTAMA),,"(HOTEL ARMADA (PJ) SDN BHD), GFLOOR, LOT 6, LORONG UTARA C, SECTION 52, PEJABAT POS JALAN SULTAN, 46200, Petaling, Selangor",SELANGOR,31/01/2028
BANANABRO AEON BUKIT TINGGI,,"(HTFU RESTAURANTS SDN. BHD. ), LOT F02, AEON MALL BUKIT TINGGI, 1,  KLANG,, PERSIARAN BATU NILAM 1/KS 6,, KLANG, SELANGOR, 41200, Klang, Selangor, BANANABRO",SELANGOR,30/04/2028
BANANABRO AEON RAWANG,,"(HTFU RESTAURANTS SDN. BHD. ), LOT G55, GROUND FLOOR, AEON MALL RAWANG,, PERSIARAN ANGGUN, TAMAN ANGGUN,  48000 RAWANG, 48000, Gombak, Selangor, BANANABRO",SELANGOR,30/04/2028
BANANABRO AEON SHAH ALAM,,"(HTFU RESTAURANTS SDN. BHD. ), LOT S 12, AEON MALL,, JALAN AKUATIK 13/64,, SEKSYEN 13,, 40100, Kuala Selangor, Selangor, BANANABRO",SELANGOR,15/07/2026
BANANABRO AMPANG POINT,,"(HTFU RESTAURANTS SDN. BHD. ), LOT FM 11,12,13,13A,15,19,20, G17 C. AREA,, TAMAN AMPANG POINT, 68000, Kuala Langat, Selangor",SELANGOR,15/01/2028
BANANABRO CENTRAL I - CITY,,"(HTFU RESTAURANTS SDN. BHD. ), L3-28, CENTRAL I-CITY ,, Lot 1 I-City Persiaran Multimedia,, Seksyen 7, Shah Alam, 40000, Petaling, Selangor, BANANABRO",SELANGOR,15/07/2026
BANANABRO D'PULZE,,"(HTFU RESTAURANTS SDN. BHD. ), LG-09, D’PULZE SHOPPING CENTRE, PERSIARAN MULTIMEDIA,, 63000, Sepang, Selangor",SELANGOR,31/08/2027
BANANABRO IPC SHOPPING CENTRE,,"(HTFU RESTAURANTS SDN. BHD. ), LG1.13, LOWER GROUND 1, IPC SHOPPING CENTRE,2, Mutiara Damansara,, 47800, Kuala Selangor, Selangor, BANANABRO",SELANGOR,15/07/2026
BANANABRO SETIA CITY MALL,,"(HTFU RESTAURANTS SDN. BHD. ), LG- 071 & 072 7 PERSIARAN SETIA DAGANG , BANDARA SETIA ALAM, SEK U13, SETIA CITY, 40170 SHAH ALAM,SELANGOR, 40170, Petaling, Selangor, BANANABRO",SELANGOR,15/07/2026
BANANABRO SUNWAY PYRAMID,,"(HTFU RESTAURANTS SDN. BHD. ), LG2.85, LOWER GRAND TWO, SUNWAY PYRAMID,, 3, JALAN PJS 11/15, BANDAR SUNWAY,, 47500, Petaling, Selangor",SELANGOR,31/08/2027
PASTA OHSEM & PURPLE MONKEY SUBANG,,"(HUJAN RIMBA DESSERTS SDN. BHD.), 25 GROUND FLOOR, JALAN SS15/2A, SUBANG JAYA, 47500, Petaling, Selangor, PASTA OHSEM & PURPLE MONKEY",SELANGOR,15/09/2027
I AM GEPREK BENSU SEKSYEN 7 SHAH ALAM,,"(I AM GEPREK BENSU SDN. BHD.), NO. QG-39, TINGKAT BAWAH, BLOK Q,, JALAN PLUMBUM U 7/U,, PUSAT KOMERSIAL, SEKSYEN 7, 40000, Petaling, Selangor",SELANGOR,31/08/2026
RESTORAN IDCC SHAH ALAM,,"(IDEAL CONVENTION CENTRE SDN. BHD.), G-01 IDCC SHAH ALAM, JALAN PAHAT L 15/L, SEKSYEN 15,, 40200, Petaling, Selangor, RESTORAN IDCC SHAH ALAM",SELANGOR,15/09/2027
OLDTOWN WHITE COFFEE - PRIMA SRI GOMBAK,,"(KOPITIAM ASIA PACIFIC SDN BHD), G-95 & G-96, JALAN PRIMA SG 3/2,, Taman Prima Sri Gombak,, 68100, Gombak, Selangor, OldTown White Coffee",SELANGOR,15/08/2026
OLDTOWN WHITE COFFEE - PRIMA SRI GOMBAK,,"(KOPITIAM ASIA PACIFIC SDN BHD), G-95 & G-96, JALAN PRIMA SG 3/2,, Taman Prima Sri Gombak,, Batu Caves, 68100, Gombak, Selangor, OldTown White Coffee",SELANGOR,31/05/2028
OLDTOWN WHITE COFFEE - SKYPARK,,"(KOPITIAM ASIA PACIFIC SDN BHD), LOT M25,, Lapangan Terbang Sultan Abdul Aziz Shah,, Seksyen U3,, 40150,  Tiada Maklumat Daerah, Selangor, OldTown White Coffee",SELANGOR,29/02/2028
OLDTOWN WHITE COFFEE - SSP KLIA 2 (GATE J),,"(KOPITIAM ASIA PACIFIC SDN BHD), LOT S1-1A-A01, DOMESTIC DEPARTURE / ARRIVAL LEVEL (AIRSIDE),, Gate J, KLIA Terminal 2,, 64000, Sepang, Selangor, OldTown White Coffee",SELANGOR,29/02/2028
OLDTOWN WHITE COFFEE - SSP KLIA 2 (GATE K),,"(KOPITIAM ASIA PACIFIC SDN BHD), LOT S3-1A-A09 & A17, DOMESTIC DEPARTURE / ARRIVAL LEVEL (AIRSIDE), Gate K, KLIA Terminal 2,, 64000, Sepang, Selangor, OldTown White Coffee",SELANGOR,29/02/2028
OLDTOWN WHITE COFFEE - SSP KLIA 2 (GATE L),,"(KOPITIAM ASIA PACIFIC SDN BHD), LOT S3-2-A10, INTERNATIONAL DEPARTURE / ARRIVAL LEVEL (AIRSIDE), Gate L, KLIA Terminal 2,, 64000, Sepang, Selangor, OldTown White Coffee",SELANGOR,29/02/2028
OLDTOWN WHITE COFFEE - SUNGAI BULOH 2,,"(KOPITIAM ASIA PACIFIC SDN BHD), NO. 67-G,, Jalan Nautika B U20/B,, Pusat Komersial TSB, Seksyen U20,, 40160, Petaling, Selangor, OldTown White Coffee",SELANGOR,31/07/2027
OLDTOWN WHITE COFFEE - SUNSURIA SETIA ALAM,,"(KOPITIAM ASIA PACIFIC SDN BHD), KIOSK 1, TINGKAT G, SUNSURIA FORUM @ 7TH AVENUE,, No. 1, Jalan Setia Dagang AL U13/AL,, Setia Alam, Seksyen U13,, 40170, Petaling, Selangor, OldTown White Coffee",SELANGOR,31/10/2027
OLDTOWN WHITE COFFEE - SUNWAY GIZA MALL,,"(KOPITIAM ASIA PACIFIC SDN BHD), G05, GROUND FLOOR, SUNWAY GIZA MALL, Jalan PJU 5/14,, Kota Damansara, 47810, Petaling, Selangor, OldTown White Coffee",SELANGOR,31/07/2027
OLDTOWN WHITE COFFEE - SYOPZ TAYLOR'S,,"(KOPITIAM ASIA PACIFIC SDN BHD), LOT G-4, GROUND FLOOR, THE BOARDWALK, No 2, Jalan Taylors,, Bandar Sunway, 47500, Petaling, Selangor, OldTown White Coffee",SELANGOR,15/04/2028
WARISAN TRADISI,,"(KORIDOR LESTARI SDN BHD), KAWASAN REHAT DAN RAWAT (R&R) ULU BERNAM, LEBUHRAYA UTARA SELATAN, 35900, Hulu Selangor, Selangor, WARISAN TRADISI (R&R (Hulu Bernam) Lebuhraya PLUS)",SELANGOR,31/10/2027
KOTAK PLUS PLT,,"(KOTAK PLUS PLT), NO. 3 & 5, JALAN PJU 1A/42A, 47301, Petaling, Selangor, WARTEK",SELANGOR,31/03/2027
BANQUET KITCHEN,,"(KPF HOTEL MANAGEMENT SDN. BHD.), TINGKAT 1, BLOK HOTEL, PT 30324,PT 30325,PT30326 & PT 30327, KAWASAN BANGI GOLF RESORT, BANDAR BARU BANGI, 43650, Hulu Langat, Selangor, TENERA HOTEL",SELANGOR,30/04/2027
BUTCHERY KITCHEN,,"(KPF HOTEL MANAGEMENT SDN. BHD.), TINGKAT 1, BLOK HOTEL, PT 30324,PT 30325,PT30326 & PT 30327, KAWASAN BANGI GOLF RESORT, BANDAR BARU BANGI, 43650, Hulu Langat, Selangor, TENERA HOTEL",SELANGOR,30/04/2027
COLD KITCHEN,,"(KPF HOTEL MANAGEMENT SDN. BHD.), TINGKAT 2, BLOK HOTEL, PT 30324,PT 30325 & PT 30327, KAWASAN BANGI GOLF RESORT, BANDAR BARU BANGI, 43650, Hulu Langat, Selangor, TENERA HOTEL",SELANGOR,30/04/2027
PASTRY KITCHEN,,"(KPF HOTEL MANAGEMENT SDN. BHD.), TINGKAT 1, BLOK HOTEL, PT 30324,PT 30325,PT30326 & PT 30327, KAWASAN BANGI GOLF RESORT, BANDAR BARU BANGI ,, 43650, Hulu Langat, Selangor, TENERA HOTEL",SELANGOR,30/04/2027
SAFFRON BRASSERIE,,"(KPF HOTEL MANAGEMENT SDN. BHD.), TINGKAT 2, BLOK HOTEL, PT 30324,PT 30325 & PT 30327, KAWASAN BANGI GOLF RESORT, BANDAR BARU BANGI, 43650, Hulu Langat, Selangor, TENERA HOTEL",SELANGOR,30/04/2027
SELASIH GARDEN RESTAURANT,,"(KPF HOTEL MANAGEMENT SDN. BHD.), PT 30325, PT30326 & PT 30327, KAWASAN BANGI GOLF RESORT, BANDAR BARU BANGI, 43650, Hulu Langat, Selangor, TENERA HOTEL",SELANGOR,30/04/2027
KPR FOOD CATERERS SDN BHD,,"(KPR FOOD CATERERS SDN BHD), NO.15 JALAN PERMATA 9/KS9, TAMAN PERINDUSTRIAN AIR HITAM, 42100, Klang, Selangor",SELANGOR,31/07/2026
KAFE SARAWAK JOHOR,,"(KSJ RESTAURANTS AND SERVICES PLT), 60-1, JALAN PJU 8/5B, DAMANSARA PERDANA, 47820, Petaling, Selangor, KAFE SARAWAK JOHOR",SELANGOR,15/03/2028
TEALIVE LOTUS'S PUNCAK ALAM,,"(LOOB INTEGRATED SDN BHD ), LOT NO. OL-G6 (LOTUS'S PUNCAK ALAM), JALAN NIAGA BESTARI 9, PUNCAK BESTARI, 42300, Petaling, Selangor, TEALIVE",SELANGOR,15/07/2027
"TEALIVE LOTUS'S RIMBAYU, SELANGOR",,"(LOOB INTEGRATED SDN BHD ), L-7-GF, LOTUS'S RIMBAYU, NO. 2,, JALAN RIMBAYU 1, BANDAR RIMBAYU,, 42500, Kuala Langat, Selangor, TEALIVE",SELANGOR,31/10/2027
"TEALIVE LOTUS'S SETIA ALAM, SELANGOR",,"(LOOB INTEGRATED SDN BHD ), LOT OL-G04, OL-G05 & OL-G06, TINGKAT BAWAH,, LOTUS'S SETIA ALAM, NO. 2, JALAN SETIA PRIMA S U13/S,, SETIA ALAM, SEKSYEN U13,, 40170, Klang, Selangor, TEALIVE",SELANGOR,15/09/2027
TEALIVE LOTUS'S SHAH ALAM 2,,"(LOOB INTEGRATED SDN BHD ), NO. L17, TINGKAT BAWAH, LOTUS'S SHAH ALAM, NO. 3 PERSIARAN AKUATIK, SEKSYEN 13, SHAH ALAM, 40100, Petaling, Selangor, TEALIVE",SELANGOR,15/01/2028
"TEALIVE LOTUSS BUKIT BERUNTUNG, SELANGOR",,"(LOOB INTEGRATED SDN BHD ), G18, LOTUS'S BUKIT BERUNTUNG, JLN ORKID 1 PERNIAGAAN JALAN ORKID, 48300, Hulu Selangor, Selangor, TEALIVE",SELANGOR,15/09/2026
TEALIVE LOTUSS BUKIT PUCHONG,,"(LOOB INTEGRATED SDN BHD ), G17, GROUND FLOOR,, LOTUS'S BANDAR BUKIT PUCHONG,, JALAN BP 3, BANDAR BUKIT PUCHONG, 47100,  Tiada Maklumat Daerah, Selangor, TEALIVE",SELANGOR,15/09/2026
TEALIVE LOTUSS KAJANG,,"(LOOB INTEGRATED SDN BHD ), NO 19, GROUND FLOOR, TESCO KAJANG,, LOT 37280 & 11196, SAUJANA IMPIAN KAJANG, 43000, Hulu Langat, Selangor, TEALIVE",SELANGOR,30/09/2027
TEALIVE LOTUSS KLANG,,"(LOOB INTEGRATED SDN BHD ), LOT G-OL2 & G-OL3, GRD FLOOR TESCO EXTRA KLANG,, NO 3, JALAN BATU NILAM 6/KS6, BANDAR BUKIT TINGGI,, 41200, Klang, Selangor, TEALIVE",SELANGOR,31/10/2027
TEALIVE LOTUSS KUALA SELANGOR,,"(LOOB INTEGRATED SDN BHD ), KVX MANAGEMENT SDN BHD, LOT NO 28 (GROUND FLOOR), TESCO KUALA SELANGOR, MEDAN NIAGA KUALA SELANGOR, 45000, Kuala Selangor, Selangor, TEALIVE",SELANGOR,30/11/2027
TEALIVE LOTUSS PUCHONG,,"(LOOB INTEGRATED SDN BHD ), LOT NO.1B, LOTUS PUCHONG, NO. 148-149,, PUSAT BANDAR PUCHONG, JALAN BANDAR, 47100, Petaling, Selangor, TEALIVE",SELANGOR,15/12/2027
"TEALIVE LOTUSS SEMENYIH, SELANGOR",,"(LOOB INTEGRATED SDN BHD ), LOT. NO. G15, GROUND FLOOR JALAN TPS 1/1, TAMAN PELANGI SEMENYIH, 43500, Hulu Selangor, Selangor, TEALIVE",SELANGOR,30/09/2027
"TEALIVE MAIN PLACE 2, SUBANG JAYA",,"(LOOB INTEGRATED SDN BHD ), INGRESS FOOD SDN BHD, LOT GF-27 GROUND FLOOR MAIN PLACE MALL,, JALAN USJ 21/10, USJ 21, 47630, Petaling, Selangor, TEALIVE",SELANGOR,30/09/2027
"TEALIVE MATAHARI MALL, PETALING JAYA",,"(LOOB INTEGRATED SDN BHD ), ASL CAPITAL SDN BHD, LOT S21, MATAHARI MALL, NO.1, JALAN PJS 2/1, TAMAN MAJU JAYA, 46000, Petaling, Selangor, TEALIVE",SELANGOR,31/01/2027
TEALIVE MENARA VSQ,,"(LOOB INTEGRATED SDN BHD ), GLAM TIME PLT, KIOSK, GROUND FLOOR, BLOCK 6, VSQ @PJ CITY CENTRE JALAN UTARA, 46200, Petaling, Selangor, TEALIVE",SELANGOR,15/02/2027
TEALIVE MITSUI OUTLET PARK II,,"(LOOB INTEGRATED SDN BHD ), KIOSK 18, FIRST FLOOR MITSUI OUTLET PARK, KLIA SEPANG, 64000, Sepang, Selangor, TEALIVE",SELANGOR,15/01/2028
TEALIVE MRT SUNGAI BULOH STATION,,"(LOOB INTEGRATED SDN BHD ), UNIT K001-2,, STESEN MRT SUNGAI BULOH,, SEKSYEN U20,, 40150, Gombak, Selangor, TEALIVE",SELANGOR,30/11/2027
TEALIVE MYDIN USJ,,"(LOOB INTEGRATED SDN BHD ), G-31, MYDIN MALL SUBANG JAYA, LOT 675 & 676, PERSIARAN SUBANG PERMAI, 47500, Petaling, Selangor, TEALIVE",SELANGOR,28/02/2027
TEALIVE NEOCYBER CYBERJAYA,,"(LOOB INTEGRATED SDN BHD ), YAP CHEE WEI, 62-G, BIZ AVENUE 2 NEOCYBER,, LINGKARAN CYBERPOINT, 63000, Sepang, Selangor, TEALIVE",SELANGOR,15/02/2027
TEALIVE NSK BATU 9 CHERAS,,"(LOOB INTEGRATED SDN BHD ), LOT F39, KOMPLEKS MEMBELI BELAH NSK CHERAS,, LOT 33924, LEBUHRAYA CHERAS-KAJANG, 43200, Hulu Selangor, Selangor, TEALIVE",SELANGOR,15/06/2027
TEALIVE NSK KOTA DAMANSARA,,"(LOOB INTEGRATED SDN BHD ), TSOON MARKETING, LOT G13A NO.1 JALAN KENYALANG 11/1, SEKSYEN 11 KOTA DAMANSARA PJU 5, 47810, Petaling, Selangor, TEALIVE",SELANGOR,31/10/2027
MARRYBROWN PEKAN KAPAR,,"(MARRYBROWN SDN BHD (FORMERLY KNOWN AS MARRYBROWN FRIED CHICKEN SDN BHD)), AUM HEALTHCARE SDN BHD, NO. 531, JALAN BESAR KAPAR, PEKAN KAPAR,, 42200, Klang, Selangor, MARRYBROWN",SELANGOR,15/01/2027
MARRYBROWN PETRONAS SEKSYEN 15,,"(MARRYBROWN SDN BHD (FORMERLY KNOWN AS MARRYBROWN FRIED CHICKEN SDN BHD)), ALL STAR CUISINE SDN.BHD., PT 812 (STESEN MINYAK), NO.1, JALAN TUKUL P 15/P,, SEKSYEN 15,, 40200, Petaling, Selangor, MARRYBROWN",SELANGOR,30/04/2028
MARRYBROWN PRIMA SAUJANA KAJANG,,"(MARRYBROWN SDN BHD (FORMERLY KNOWN AS MARRYBROWN FRIED CHICKEN SDN BHD)), JAR RESTAURANT SDN.BHD, NO. A-G-7 & A-G-9, JALAN PRIMA SAUJANA 2/1A,, URBAN AVENUE TAMAN PRIMA SAUJANA, KAJANG,, 43000, Hulu Langat, Selangor, MARRYBROWN",SELANGOR,15/06/2027
MARRYBROWN PUCHONG PERMAI,,"(MARRYBROWN SDN BHD (FORMERLY KNOWN AS MARRYBROWN FRIED CHICKEN SDN BHD)), BEST MADE (M) SDN. BHD., BT 13 PUCHONG PERMAI, PT32426,, TAMAN PUCHONG PERMAI, PUCHONG, 47100, Petaling, Selangor, MARRYBROWN",SELANGOR,15/05/2027
MARRYBROWN PUNCAK ALAM,,"(MARRYBROWN SDN BHD (FORMERLY KNOWN AS MARRYBROWN FRIED CHICKEN SDN BHD)), ECODELI SDN. BHD., NO. 8 & 8A, JALAN NIAGA BESTARI 8,, PUNCAK BESTARI, BANDAR PUNCAK ALAM, 42300, Klang, Selangor, MARRYBROWN",SELANGOR,31/05/2027
"MARRYBROWN PUSAT KOMERSIAL TSB, SUNGAI BULOH",,"(MARRYBROWN SDN BHD (FORMERLY KNOWN AS MARRYBROWN FRIED CHICKEN SDN BHD)), AY ARCHES SDN.BHD., NO. 27 (TINGKAT G & SATU), JALAN NAUTIKA A U20/A, PUSAT KOMERSIAL TSB, SEKSYEN U20, 40160, Petaling, Selangor, MARRYBROWN",SELANGOR,31/10/2027
MARRYBROWN SEKSYEN 18,,"(MARRYBROWN SDN BHD (FORMERLY KNOWN AS MARRYBROWN FRIED CHICKEN SDN BHD)), HOTOUCH SDN BHD, NO.37, TINGKAT BAWAH & 1,, JALAN PINANG B 18/B, SEKSYEN 18,, 40200, Petaling, Selangor, MARRYBROWN",SELANGOR,15/06/2027
MARRYBROWN SENTRAL I-CITY,,"(MARRYBROWN SDN BHD (FORMERLY KNOWN AS MARRYBROWN FRIED CHICKEN SDN BHD)), LOT LG-34A, TINGKAT LG,, PUSAT MEMBELI BELAH SENTRAL I-CITY, NO. 1, PERSIARAN MULTIMEDIA, SEKSYEN 7, 40000, Klang, Selangor, MARRYBROWN",SELANGOR,30/11/2026
MARRYBROWN SETIA ALAM,,"(MARRYBROWN SDN BHD (FORMERLY KNOWN AS MARRYBROWN FRIED CHICKEN SDN BHD)), RAUDAH FOODS SERVICES SDN.BHD, NO.20, TINGKAT BAWAH & 1,, JALAN SETIA GEMILANG BM U13/BM, SETIA ALAM, SEKSYEN U13, 40170, Klang, Selangor, MARRYBROWN",SELANGOR,31/01/2027
MARRYBROWN SRI SERDANG,,"(MARRYBROWN SDN BHD (FORMERLY KNOWN AS MARRYBROWN FRIED CHICKEN SDN BHD)), MORNINGBRIDGE SDN BHD, 221, JALAN 18/23, TAMAN SRI SERDANG,, 43300, Petaling, Selangor, MARRYBROWN",SELANGOR,31/07/2027
MARRYBROWN SUNGAI BESAR,,"(MARRYBROWN SDN BHD (FORMERLY KNOWN AS MARRYBROWN FRIED CHICKEN SDN BHD)), TNT FAST FOOD SDN.BHD, Lot 12650 (Pecahan Lot 10881), Jalan Bunga Matahari,, Sungai Besar, 45300, Sabak Bernam, Selangor, MARRYBROWN",SELANGOR,30/11/2027
MARRYBROWN SUNWAY LAGOON,,"(MARRYBROWN SDN BHD (FORMERLY KNOWN AS MARRYBROWN FRIED CHICKEN SDN BHD)), DS FLAVOURS SDN BHD, Suway Lagoon Theme Park, 3, Jalan PJS 11/11, Bandar Sunway, 46150,  Tiada Maklumat Daerah, Selangor, MARRYBROWN",SELANGOR,15/04/2027
MARRYBROWN TAMAN BENDAHARA,,"(MARRYBROWN SDN BHD (FORMERLY KNOWN AS MARRYBROWN FRIED CHICKEN SDN BHD)), ECODELI SDN BHD, NO.11-G & 11-1,, JALAN BENDAHARA 1/1, TAMAN BENDAHARA, 45000, Kuala Selangor, Selangor, MARRYBROWN",SELANGOR,31/07/2027
MARRYBROWN TAMAN MAJU JAYA,,"(MARRYBROWN SDN BHD (FORMERLY KNOWN AS MARRYBROWN FRIED CHICKEN SDN BHD)), MORNINGBRIDGE SDN BHD, 16-01, 16-02 DAN 16-03, BLOK D, JALAN PJS 2/18A, TAMAN MAJU JAYA, 46000, Petaling, Selangor, MARRYBROWN",SELANGOR,31/10/2027
MARRYBROWN TAMAN PELANGI SEMENYIH,,"(MARRYBROWN SDN BHD (FORMERLY KNOWN AS MARRYBROWN FRIED CHICKEN SDN BHD)), JAR DELI SDN BHD, NO. 2A-G, JALAN TPS 1/4,, TAMAN PELANGI SEMENYIH, 43500,  Tiada Maklumat Daerah, Selangor, MARRYBROWN",SELANGOR,15/10/2026
